UTC Time at End of Hour,Demand (MW),Net Generation (MW)
2016-11-29,999546.0,1121308.0
2016-11-30,1007948.0,1127605.0
2016-12-01,1017687.0,1168328.0
2016-12-02,1024033.0,1142091.0
2016-12-03,993565.0,980851.0
2016-12-04,960684.0,1000521.0
2016-12-05,1031289.0,1043275.0
2016-12-06,1070168.0,1118075.0
2016-12-07,1128558.0,1234378.0
2016-12-08,1174955.0,1306255.0
2016-12-09,1145860.0,1275838.0
2016-12-10,1060527.0,1183595.0
2016-12-11,1016156.0,1133318.0
2016-12-12,1054276.0,1176340.0
2016-12-13,1087860.0,1172067.0
2016-12-14,1111452.0,1201312.0
2016-12-15,1100734.0,1211310.0
2016-12-16,1104628.0,1203419.0
2016-12-17,1166613.0,1241373.0
2016-12-18,1157318.0,1258385.0
2016-12-19,1189952.0,1310783.0
2016-12-20,1210514.72,1525862.0
2016-12-21,1041227.0,1150260.0
2016-12-22,1116131.0,1214238.0
2016-12-23,1080156.0,1195767.0
2016-12-24,1040918.0,1158944.0
2016-12-25,1030426.0,1150909.0
2016-12-26,1058600.0,1181393.0
2016-12-27,1089797.0,1226614.0
2016-12-28,1139704.0,1284865.0
2016-12-29,1075653.0,1186047.0
2016-12-30,1062818.0,1194348.0
2016-12-31,1063415.0,1177842.0
2017-01-01,1051951.0,1164486.0
2017-01-02,1088816.0,1208153.0
2017-01-03,1172456.0,1284108.0
2017-01-04,1209300.0,1335376.0
2017-01-05,1210514.72,1309606.0
2017-01-06,1210514.72,1312543.0
2017-01-07,1210514.72,1317230.0
2017-01-08,1135568.0,1233154.0
2017-01-09,1107927.0,1226503.0
2017-01-10,1106675.0,1214640.0
2017-01-11,1122764.0,1100209.0
2017-01-12,1145892.0,1163690.0
2017-01-13,1210514.72,1334036.0
2017-01-14,1151734.0,1231022.0
2017-01-15,1127050.0,1093813.0
2017-01-16,1145467.0,1151913.0
2017-01-17,1145408.0,1234436.0
2017-01-18,1067411.0,1176918.0
2017-01-19,1053306.0,1133490.0
2017-01-20,1046688.0,1143178.0
2017-01-21,1015935.0,1095513.0
2017-01-22,999057.0,1093469.0
2017-01-23,1059035.0,1160079.0
2017-01-24,1098745.0,1188572.0
2017-01-25,1096865.0,1183327.0
2017-01-26,1080991.0,1176032.0
2017-01-27,1085687.0,1177723.0
2017-01-28,1046764.0,1136309.0
2017-01-29,1022891.0,1112230.0
2017-01-30,1040760.0,1143632.0
2017-01-31,1057221.0,1155940.0
2017-02-01,1094607.0,1189933.0
2017-02-02,1121289.0,1206385.0
2017-02-03,1123550.0,1216057.0
2017-02-04,1039850.0,1120589.0
2017-02-05,997460.0,1107713.0
2017-02-06,1046404.0,1179730.0
2017-02-07,1090161.0,1210775.0
2017-02-08,1081418.0,1213640.0
2017-02-09,1040573.0,1173166.0
2017-02-10,1001239.0,1148877.0
2017-02-11,987366.0,1135002.0
2017-02-12,985891.0,1094177.0
2017-02-13,1025404.0,1131915.0
2017-02-14,1030992.0,1129613.0
2017-02-15,1007743.0,1110930.0
2017-02-16,993440.0,1108486.0
2017-02-17,985437.0,1120186.0
2017-02-18,963438.0,1086891.0
2017-02-19,945087.0,1039099.0
2017-02-20,980067.0,1091108.0
2017-02-21,997601.0,1135706.0
2017-02-22,1006381.0,1115038.0
2017-02-23,1041004.0,1143798.0
2017-02-24,1068419.0,1179979.0
2017-02-25,1032494.0,1150888.0
2017-02-26,1001353.0,1123981.0
2017-02-27,1037222.0,1059095.0
2017-02-28,1050189.0,1090649.0
2017-03-01,1098266.0,1220340.0
2017-03-02,1010660.0,1149391.0
2017-03-03,999609.0,1124919.0
2017-03-04,956481.0,1070829.0
2017-03-05,954652.0,1050288.0
2017-03-06,1030856.0,1129156.0
2017-03-07,1058057.0,1160323.0
2017-03-08,1018074.0,1134032.0
2017-03-09,977876.0,1105203.0
2017-03-10,958079.0,1105067.0
2017-03-11,923209.0,1034366.0
2017-03-12,898683.0,978172.0
2017-03-13,926139.0,1005392.0
2017-03-14,935868.0,1043557.0
2017-03-15,923841.0,1061632.0
2017-03-16,941240.0,1098884.0
2017-03-17,957562.0,1090160.0
2017-03-18,903416.0,951394.0
2017-03-19,888875.0,955015.0
2017-03-20,945784.0,1086729.0
2017-03-21,936632.0,989178.0
2017-03-22,916781.0,996921.0
2017-03-23,883063.0,999318.0
2017-03-24,932992.0,1065871.0
2017-03-25,896859.0,1047683.0
2017-03-26,879764.0,925096.0
2017-03-27,918304.0,991993.0
2017-03-28,985118.0,1120019.0
2017-03-29,922385.0,963513.0
2017-03-30,913959.0,1003316.0
2017-03-31,994122.0,1135054.0
2017-04-01,878535.0,1039144.0
2017-04-02,850091.0,1017555.0
2017-04-03,910007.0,1037165.0
2017-04-04,923838.0,1048141.0
2017-04-05,917411.0,1053143.0
2017-04-06,911197.0,1068330.0
2017-04-07,891796.0,1045357.0
2017-04-08,873289.0,1041798.0
2017-04-09,872687.0,1025196.0
2017-04-10,910623.0,1051501.0
2017-04-11,918864.0,984036.0
2017-04-12,901160.0,982382.0
2017-04-13,908477.0,1042712.0
2017-04-14,917835.0,1061458.0
2017-04-15,881745.0,1033951.0
2017-04-16,843873.0,989641.0
2017-04-17,872419.0,1042448.0
2017-04-18,905204.0,1054553.0
2017-04-19,904983.0,1049298.0
2017-04-20,907902.0,1058330.0
2017-04-21,905444.0,1036871.0
2017-04-22,841268.0,986401.0
2017-04-23,830966.0,993196.0
2017-04-24,893893.0,1043210.0
2017-04-25,906707.0,1065322.0
2017-04-26,902952.0,1071097.0
2017-04-27,909808.0,1098912.0
2017-04-28,901549.0,1077348.0
2017-04-29,856037.0,1027680.0
2017-04-30,828989.0,1021311.0
2017-05-01,879488.0,1053625.0
2017-05-02,901410.0,1047130.0
2017-05-03,896759.0,1049344.0
2017-05-04,892665.0,1050718.0
2017-05-05,895814.0,1069592.0
2017-05-06,866265.0,1054815.0
2017-05-07,830736.0,994677.0
2017-05-08,861768.0,1004374.0
2017-05-09,875679.0,1009096.0
2017-05-10,874627.0,985368.0
2017-05-11,886491.0,1011434.0
2017-05-12,910531.0,1048369.0
2017-05-13,875536.0,1022629.0
2017-05-14,834484.0,986613.0
2017-05-15,876739.0,1033969.0
2017-05-16,903633.0,950713.0
2017-05-17,902028.0,1010221.0
2017-05-18,901853.0,1048975.0
2017-05-19,887924.0,1039052.0
2017-05-20,848927.0,1024386.0
2017-05-21,835564.0,992796.0
2017-05-22,906896.0,1055981.0
2017-05-23,960898.0,1117618.0
2017-05-24,948755.0,1147092.0
2017-05-25,939086.0,1114380.0
2017-05-26,924946.0,1077208.0
2017-05-27,880566.0,1015431.0
2017-05-28,866765.0,997465.0
2017-05-29,882906.0,1038200.0
2017-05-30,943796.0,1014192.0
2017-05-31,949742.0,1008129.0
2017-06-01,950764.0,1065362.0
2017-06-02,950006.0,1098746.0
2017-06-03,924467.0,1069169.0
2017-06-04,914623.0,1030130.0
2017-06-05,964796.0,1069477.0
2017-06-06,947616.0,1076993.0
2017-06-07,1016248.0,1142877.0
2017-06-08,1008749.0,1147175.0
2017-06-09,980070.0,1131755.0
2017-06-10,939544.0,1081636.0
2017-06-11,892862.0,1028346.0
2017-06-12,930883.0,1093502.0
2017-06-13,928682.0,1117054.0
2017-06-14,890082.0,1075907.0
2017-06-15,961239.0,1115885.0
2017-06-16,987449.0,1153975.0
2017-06-17,956146.0,1130513.0
2017-06-18,933587.0,1092732.0
2017-06-19,1036960.0,1182329.0
2017-06-20,1115079.0,1265127.0
2017-06-21,1109725.0,1251922.0
2017-06-22,1084113.0,1235616.0
2017-06-23,1051837.0,1194431.0
2017-06-24,1016265.0,1125739.0
2017-06-25,1031769.0,1120154.0
2017-06-26,1092466.0,1212613.0
2017-06-27,1093723.0,1247799.0
2017-06-28,1064378.0,1212187.0
2017-06-29,1047689.0,1185193.0
2017-06-30,1053097.0,1182936.0
2017-07-01,1016533.0,1139418.0
